---- Graph coloring program ----
N: 500 int
49(C) 117(C) 0
462(C) 364(C) 0
440(C) 99(C) 0
287(C) 54(C) 0
286(C) 259(C) 0
223(C) 489(C) 0
9(C) 499(C) 0
153(C) 25(C) 0
335(C) 67(C) 0
492(C) 497(C) 0
491(C) 16(C) 0
63(C) 150(C) 0
480(C) 413(C) 0
200(C) 470(C) 0
500(C) 177(C) 0
224(C) 162(C) 0
65(C) 464(C) 0
51(C) 322(C) 0
168(C) 373(C) 0
426(C) 315(C) 0
247(C) 99(C) 0
94(C) 374(C) 0
142(C) 227(C) 0
140(C) 89(C) 0
340(C) 342(C) 0
297(C) 190(C) 0
160(C) 434(C) 0
237(C) 110(C) 0
187(C) 213(C) 0
466(C) 252(C) 0
177(C) 318(C) 0
122(C) 352(C) 0
45(C) 242(C) 0
104(C) 29(C) 0
347(C) 158(C) 0
241(C) 24(C) 0
254(C) 227(C) 0
359(C) 6(C) 0
493(C) 354(C) 0
299(C) 500(C) 0
232(C) 450(C) 0
488(C) 2(C) 0
79(C) 10(C) 0
83(C) 91(C) 0
425(C) 353(C) 0
367(C) 160(C) 0
234(C) 243(C) 0
478(C) 282(C) 0
461(C) 238(C) 0
366(C) 183(C) 0
371(C) 282(C) 0
153(C) 272(C) 0
269(C) 499(C) 0
166(C) 327(C) 0
466(C) 471(C) 0
18(C) 267(C) 0
273(C) 23(C) 0
102(C) 486(C) 0
55(C) 73(C) 0
461(C) 283(C) 0
222(C) 441(C) 0
234(C) 29(C) 0
285(C) 219(C) 0
308(C) 103(C) 0
4(C) 219(C) 0
7(C) 273(C) 0
311(C) 161(C) 0
275(C) 301(C) 0
84(C) 377(C) 0
132(C) 469(C) 0
404(C) 450(C) 0
376(C) 476(C) 0
134(C) 415(C) 0
303(C) 279(C) 0
356(C) 151(C) 0
293(C) 70(C) 0
32(C) 57(C) 0
303(C) 359(C) 0
273(C) 25(C) 0
458(C) 318(C) 0
114(C) 434(C) 0
362(C) 201(C) 0
78(C) 173(C) 0
265(C) 143(C) 0
474(C) 38(C) 0
18(C) 379(C) 0
2(C) 198(C) 0
173(C) 163(C) 0
439(C) 229(C) 0
63(C) 413(C) 0
78(C) 430(C) 0
176(C) 452(C) 0
53(C) 385(C) 0
93(C) 462(C) 0
18(C) 270(C) 0
45(C) 50(C) 0
275(C) 15(C) 0
231(C) 462(C) 0
134(C) 190(C) 0
294(C) 263(C) 0
173(C) 351(C) 0
228(C) 154(C) 0
253(C) 484(C) 0
184(C) 458(C) 0
424(C) 134(C) 0
393(C) 24(C) 0
237(C) 465(C) 0
487(C) 287(C) 0
14(C) 291(C) 0
326(C) 195(C) 0
498(C) 116(C) 0
62(C) 111(C) 0
271(C) 233(C) 0
61(C) 386(C) 0
477(C) 62(C) 0
12(C) 415(C) 0
272(C) 360(C) 0
268(C) 50(C) 0
187(C) 218(C) 0
410(C) 241(C) 0
38(C) 10(C) 0
270(C) 119(C) 0
52(C) 42(C) 0
158(C) 128(C) 0
140(C) 116(C) 0
367(C) 109(C) 0
214(C) 73(C) 0
185(C) 330(C) 0
96(C) 291(C) 0
378(C) 75(C) 0
301(C) 149(C) 0
400(C) 133(C) 0
161(C) 296(C) 0
359(C) 484(C) 0
175(C) 24(C) 0
62(C) 142(C) 0
80(C) 353(C) 0
459(C) 109(C) 0
244(C) 268(C) 0
399(C) 48(C) 0
214(C) 393(C) 0
104(C) 164(C) 0
132(C) 379(C) 0
103(C) 255(C) 0
212(C) 39(C) 0
17(C) 194(C) 0
354(C) 283(C) 0
286(C) 161(C) 0
102(C) 51(C) 0
252(C) 24(C) 0
207(C) 469(C) 0
487(C) 408(C) 0
437(C) 479(C) 0
78(C) 361(C) 0
499(C) 171(C) 0
149(C) 430(C) 0
223(C) 168(C) 0
337(C) 465(C) 0
463(C) 403(C) 0
346(C) 225(C) 0
384(C) 497(C) 0
414(C) 447(C) 0
156(C) 479(C) 0
317(C) 370(C) 0
17(C) 121(C) 0
241(C) 207(C) 0
457(C) 451(C) 0
105(C) 464(C) 0
98(C) 472(C) 0
328(C) 496(C) 0
120(C) 101(C) 0
463(C) 133(C) 0
309(C) 38(C) 0
120(C) 256(C) 0
237(C) 218(C) 0
126(C) 291(C) 0
428(C) 68(C) 0
453(C) 88(C) 0
4(C) 256(C) 0
5(C) 350(C) 0
231(C) 177(C) 0
176(C) 210(C) 0
185(C) 248(C) 0
83(C) 296(C) 0
366(C) 136(C) 0
90(C) 77(C) 0
453(C) 225(C) 0
325(C) 31(C) 0
39(C) 37(C) 0
284(C) 97(C) 0
256(C) 108(C) 0
120(C) 23(C) 0
214(C) 482(C) 0
53(C) 486(C) 0
258(C) 85(C) 0
477(C) 151(C) 0
474(C) 25(C) 0
457(C) 402(C) 0
179(C) 24(C) 0
238(C) 350(C) 0
467(C) 430(C) 0
199(C) 465(C) 0
371(C) 117(C) 0
359(C) 403(C) 0
327(C) 229(C) 0
16(C) 281(C) 0
45(C) 239(C) 0
467(C) 207(C) 0
285(C) 351(C) 0
111(C) 201(C) 0
172(C) 83(C) 0
234(C) 115(C) 0
345(C) 415(C) 0
351(C) 62(C) 0
270(C) 121(C) 0
107(C) 229(C) 0
63(C) 312(C) 0
437(C) 21(C) 0
278(C) 441(C) 0
77(C) 393(C) 0
200(C) 384(C) 0
70(C) 145(C) 0
428(C) 205(C) 0
419(C) 298(C) 0
433(C) 441(C) 0
86(C) 287(C) 0
95(C) 136(C) 0
405(C) 296(C) 0
166(C) 493(C) 0
319(C) 24(C) 0
419(C) 39(C) 0
252(C) 473(C) 0
125(C) 408(C) 0
104(C) 221(C) 0
306(C) 331(C) 0
113(C) 305(C) 0
220(C) 44(C) 0
450(C) 248(C) 0
347(C) 289(C) 0
58(C) 106(C) 0
236(C) 154(C) 0
363(C) 108(C) 0
203(C) 447(C) 0
371(C) 197(C) 0
315(C) 248(C) 0
460(C) 374(C) 0
306(C) 169(C) 0
176(C) 474(C) 0
62(C) 386(C) 0
287(C) 193(C) 0
320(C) 110(C) 0
28(C) 219(C) 0
166(C) 135(C) 0
319(C) 423(C) 0
331(C) 147(C) 0
132(C) 291(C) 0
160(C) 318(C) 0
8(C) 180(C) 0
176(C) 427(C) 0
478(C) 122(C) 0
191(C) 470(C) 0
74(C) 42(C) 0
237(C) 316(C) 0
188(C) 111(C) 0
109(C) 85(C) 0
316(C) 358(C) 0
172(C) 500(C) 0
187(C) 270(C) 0
203(C) 439(C) 0
208(C) 366(C) 0
258(C) 305(C) 0
266(C) 161(C) 0
77(C) 322(C) 0
32(C) 383(C) 0
104(C) 404(C) 0
188(C) 371(C) 0
228(C) 493(C) 0
211(C) 353(C) 0
111(C) 119(C) 0
134(C) 387(C) 0
159(C) 24(C) 0
226(C) 99(C) 0
433(C) 57(C) 0
222(C) 329(C) 0
11(C) 436(C) 0
134(C) 369(C) 0
324(C) 83(C) 0
86(C) 161(C) 0
59(C) 62(C) 0
329(C) 183(C) 0
5(C) 130(C) 0
127(C) 318(C) 0
269(C) 56(C) 0
294(C) 285(C) 0
185(C) 441(C) 0
381(C) 10(C) 0
298(C) 248(C) 0
333(C) 468(C) 0
355(C) 179(C) 0
286(C) 265(C) 0
376(C) 421(C) 0
58(C) 408(C) 0
155(C) 493(C) 0
408(C) 253(C) 0
223(C) 124(C) 0
32(C) 378(C) 0
184(C) 92(C) 0
306(C) 158(C) 0
273(C) 283(C) 0
156(C) 92(C) 0
108(C) 344(C) 0
205(C) 227(C) 0
170(C) 466(C) 0
375(C) 120(C) 0
266(C) 177(C) 0
345(C) 143(C) 0
430(C) 230(C) 0
317(C) 188(C) 0
45(C) 307(C) 0
240(C) 359(C) 0
142(C) 390(C) 0
311(C) 112(C) 0
49(C) 81(C) 0
308(C) 229(C) 0
354(C) 295(C) 0
375(C) 272(C) 0
343(C) 295(C) 0
80(C) 50(C) 0
470(C) 186(C) 0
213(C) 425(C) 0
65(C) 233(C) 0
232(C) 199(C) 0
292(C) 146(C) 0
489(C) 190(C) 0
419(C) 413(C) 0
104(C) 156(C) 0
190(C) 415(C) 0
299(C) 345(C) 0
324(C) 128(C) 0
127(C) 342(C) 0
204(C) 26(C) 0
47(C) 128(C) 0
144(C) 423(C) 0
170(C) 412(C) 0
228(C) 130(C) 0
284(C) 60(C) 0
147(C) 359(C) 0
465(C) 314(C) 0
286(C) 103(C) 0
187(C) 10(C) 0
166(C) 161(C) 0
66(C) 318(C) 0
158(C) 383(C) 0
102(C) 219(C) 0
454(C) 122(C) 0
146(C) 37(C) 0
419(C) 494(C) 0
491(C) 94(C) 0
59(C) 25(C) 0
366(C) 48(C) 0
17(C) 243(C) 0
244(C) 14(C) 0
143(C) 305(C) 0
219(C) 379(C) 0
102(C) 247(C) 0
499(C) 322(C) 0
428(C) 296(C) 0
90(C) 368(C) 0
490(C) 35(C) 0
259(C) 348(C) 0
237(C) 291(C) 0
335(C) 103(C) 0
47(C) 104(C) 0
304(C) 118(C) 0
102(C) 201(C) 0
237(C) 496(C) 0
200(C) 353(C) 0
298(C) 291(C) 0
313(C) 447(C) 0
287(C) 327(C) 0
142(C) 420(C) 0
489(C) 143(C) 0
159(C) 251(C) 0
173(C) 472(C) 0
301(C) 433(C) 0
8(C) 268(C) 0
216(C) 128(C) 0
286(C) 156(C) 0
170(C) 284(C) 0
259(C) 469(C) 0
267(C) 25(C) 0
28(C) 68(C) 0
252(C) 177(C) 0
206(C) 313(C) 0
97(C) 283(C) 0
362(C) 279(C) 0
416(C) 238(C) 0
254(C) 8(C) 0
36(C) 449(C) 0
252(C) 127(C) 0
348(C) 195(C) 0
471(C) 443(C) 0
410(C) 222(C) 0
308(C) 153(C) 0
483(C) 479(C) 0
280(C) 352(C) 0
102(C) 181(C) 0
474(C) 482(C) 0
339(C) 345(C) 0
51(C) 5(C) 0
244(C) 321(C) 0
295(C) 268(C) 0
232(C) 352(C) 0
388(C) 482(C) 0
393(C) 230(C) 0
442(C) 219(C) 0
252(C) 414(C) 0
90(C) 93(C) 0
90(C) 143(C) 0
9(C) 298(C) 0
339(C) 180(C) 0
12(C) 177(C) 0
39(C) 135(C) 0
487(C) 324(C) 0
437(C) 278(C) 0
437(C) 86(C) 0
217(C) 23(C) 0
38(C) 107(C) 0
212(C) 194(C) 0
362(C) 326(C) 0
466(C) 24(C) 0
372(C) 283(C) 0
358(C) 451(C) 0
438(C) 128(C) 0
32(C) 54(C) 0
376(C) 403(C) 0
457(C) 252(C) 0
419(C) 315(C) 0
266(C) 241(C) 0
341(C) 1(C) 0
54(C) 139(C) 0
54(C) 390(C) 0
403(C) 117(C) 0
114(C) 407(C) 0
76(C) 319(C) 0
439(C) 386(C) 0
113(C) 370(C) 0
67(C) 494(C) 0
444(C) 252(C) 0
269(C) 179(C) 0
63(C) 246(C) 0
335(C) 357(C) 0
265(C) 239(C) 0
137(C) 344(C) 0
402(C) 108(C) 0
409(C) 458(C) 0
171(C) 205(C) 0
264(C) 371(C) 0
38(C) 256(C) 0
213(C) 158(C) 0
402(C) 230(C) 0
316(C) 280(C) 0
72(C) 280(C) 0
347(C) 169(C) 0
490(C) 95(C) 0
303(C) 267(C) 0
243(C) 20(C) 0
439(C) 268(C) 0
286(C) 94(C) 0
108(C) 391(C) 0
219(C) 71(C) 0
137(C) 70(C) 0
173(C) 280(C) 0
188(C) 87(C) 0
426(C) 381(C) 0
147(C) 458(C) 0
55(C) 359(C) 0
172(C) 271(C) 0
393(C) 194(C) 0
445(C) 368(C) 0
329(C) 349(C) 0
401(C) 181(C) 0
177(C) 302(C) 0
214(C) 110(C) 0
345(C) 484(C) 0
194(C) 462(C) 0
196(C) 22(C) 0
485(C) 369(C) 0
113(C) 318(C) 0
200(C) 465(C) 0
310(C) 156(C) 0
172(C) 315(C) 0
490(C) 240(C) 0
13(C) 6(C) 0
235(C) 417(C) 0
173(C) 496(C) 0
160(C) 390(C) 0
81(C) 368(C) 0
184(C) 386(C) 0
236(C) 39(C) 0
380(C) 471(C) 0
422(C) 387(C) 0
422(C) 268(C) 0
484(C) 370(C) 0
9(C) 79(C) 0
104(C) 466(C) 0
483(C) 256(C) 0
201(C) 402(C) 0
373(C) 216(C) 0
103(C) 31(C) 0
349(C) 6(C) 0
317(C) 5(C) 0
113(C) 190(C) 0
339(C) 72(C) 0
438(C) 255(C) 0
297(C) 472(C) 0
343(C) 126(C) 0
52(C) 247(C) 0
4(C) 167(C) 0
22(C) 450(C) 0
45(C) 468(C) 0
320(C) 422(C) 0
96(C) 202(C) 0
330(C) 435(C) 0
384(C) 30(C) 0
487(C) 93(C) 0
9(C) 97(C) 0
125(C) 497(C) 0
382(C) 451(C) 0
497(C) 495(C) 0
206(C) 108(C) 0
438(C) 115(C) 0
490(C) 75(C) 0
236(C) 451(C) 0
210(C) 451(C) 0
381(C) 75(C) 0
17(C) 25(C) 0
486(C) 73(C) 0
163(C) 409(C) 0
446(C) 179(C) 0
347(C) 126(C) 0
90(C) 157(C) 0
185(C) 468(C) 0
105(C) 40(C) 0
200(C) 152(C) 0
76(C) 190(C) 0
325(C) 465(C) 0
462(C) 40(C) 0
401(C) 72(C) 0
335(C) 100(C) 0
3(C) 23(C) 0
143(C) 16(C) 0
466(C) 403(C) 0
424(C) 52(C) 0
171(C) 37(C) 0
148(C) 190(C) 0
190(C) 91(C) 0
153(C) 318(C) 0
310(C) 46(C) 0
64(C) 303(C) 0
123(C) 31(C) 0
286(C) 185(C) 0
287(C) 322(C) 0
90(C) 127(C) 0
418(C) 192(C) 0
457(C) 34(C) 0
221(C) 327(C) 0
161(C) 228(C) 0
74(C) 447(C) 0
58(C) 348(C) 0
445(C) 304(C) 0
270(C) 247(C) 0
310(C) 182(C) 0
259(C) 157(C) 0
29(C) 136(C) 0
267(C) 115(C) 0
249(C) 201(C) 0
40(C) 52(C) 0
247(C) 169(C) 0
282(C) 216(C) 0
311(C) 136(C) 0
17(C) 119(C) 0
378(C) 460(C) 0
475(C) 83(C) 0
325(C) 151(C) 0
229(C) 119(C) 0
340(C) 377(C) 0
70(C) 366(C) 0
456(C) 245(C) 0
252(C) 355(C) 0
402(C) 153(C) 0
309(C) 380(C) 0
47(C) 111(C) 0
235(C) 139(C) 0
190(C) 431(C) 0
376(C) 151(C) 0
294(C) 163(C) 0
185(C) 178(C) 0
449(C) 4(C) 0
109(C) 412(C) 0
98(C) 173(C) 0
362(C) 128(C) 0
293(C) 417(C) 0
499(C) 495(C) 0
341(C) 22(C) 0
18(C) 387(C) 0
185(C) 221(C) 0
339(C) 157(C) 0
408(C) 353(C) 0
126(C) 31(C) 0
109(C) 193(C) 0
473(C) 71(C) 0
403(C) 50(C) 0
131(C) 315(C) 0
437(C) 224(C) 0
275(C) 278(C) 0
27(C) 288(C) 0
453(C) 334(C) 0
133(C) 110(C) 0
293(C) 289(C) 0
79(C) 162(C) 0
104(C) 55(C) 0
433(C) 368(C) 0
41(C) 407(C) 0
203(C) 106(C) 0
19(C) 23(C) 0
381(C) 307(C) 0
311(C) 431(C) 0
341(C) 190(C) 0
105(C) 316(C) 0
387(C) 26(C) 0
332(C) 281(C) 0
487(C) 480(C) 0
67(C) 485(C) 0
310(C) 249(C) 0
131(C) 372(C) 0
123(C) 179(C) 0
180(C) 358(C) 0
467(C) 89(C) 0
155(C) 466(C) 0
285(C) 92(C) 0
460(C) 230(C) 0
172(C) 254(C) 0
424(C) 136(C) 0
411(C) 169(C) 0
356(C) 441(C) 0
429(C) 143(C) 0
438(C) 215(C) 0
203(C) 145(C) 0
389(C) 383(C) 0
407(C) 447(C) 0
74(C) 12(C) 0
267(C) 83(C) 0
345(C) 374(C) 0
39(C) 218(C) 0
225(C) 219(C) 0
363(C) 435(C) 0
336(C) 322(C) 0
40(C) 181(C) 0
18(C) 479(C) 0
209(C) 216(C) 0
395(C) 231(C) 0
395(C) 233(C) 0
467(C) 43(C) 0
65(C) 60(C) 0
341(C) 44(C) 0
36(C) 125(C) 0
251(C) 357(C) 0
408(C) 254(C) 0
158(C) 344(C) 0
481(C) 155(C) 0
212(C) 66(C) 0
55(C) 283(C) 0
478(C) 386(C) 0
226(C) 440(C) 0
235(C) 22(C) 0
271(C) 215(C) 0
196(C) 256(C) 0
57(C) 394(C) 0
450(C) 139(C) 0
131(C) 422(C) 0
286(C) 404(C) 0
397(C) 141(C) 0
246(C) 458(C) 0
356(C) 329(C) 0
400(C) 20(C) 0
280(C) 289(C) 0
79(C) 101(C) 0
222(C) 165(C) 0
98(C) 484(C) 0
9(C) 459(C) 0
398(C) 280(C) 0
452(C) 37(C) 0
187(C) 296(C) 0
335(C) 333(C) 0
51(C) 6(C) 0
343(C) 193(C) 0
108(C) 334(C) 0
397(C) 450(C) 0
184(C) 97(C) 0
67(C) 107(C) 0
238(C) 10(C) 0
51(C) 134(C) 0
345(C) 351(C) 0
255(C) 360(C) 0
118(C) 124(C) 0
84(C) 440(C) 0
104(C) 298(C) 0
433(C) 142(C) 0
92(C) 91(C) 0
181(C) 296(C) 0
231(C) 153(C) 0
411(C) 162(C) 0
69(C) 152(C) 0
293(C) 302(C) 0
87(C) 322(C) 0
309(C) 410(C) 0
226(C) 333(C) 0
33(C) 154(C) 0
322(C) 427(C) 0
211(C) 42(C) 0
306(C) 237(C) 0
339(C) 291(C) 0
66(C) 175(C) 0
330(C) 497(C) 0
86(C) 298(C) 0
131(C) 500(C) 0
428(C) 345(C) 0
373(C) 44(C) 0
91(C) 280(C) 0
265(C) 295(C) 0
13(C) 346(C) 0
40(C) 298(C) 0
114(C) 430(C) 0
56(C) 389(C) 0
271(C) 128(C) 0
263(C) 492(C) 0
141(C) 88(C) 0
188(C) 154(C) 0
63(C) 492(C) 0
123(C) 488(C) 0
411(C) 389(C) 0
125(C) 82(C) 0
350(C) 121(C) 0
362(C) 1(C) 0
170(C) 354(C) 0
445(C) 288(C) 0
243(C) 295(C) 0
402(C) 352(C) 0
347(C) 427(C) 0
429(C) 342(C) 0
476(C) 387(C) 0
431(C) 360(C) 0
110(C) 152(C) 0
266(C) 57(C) 0
486(C) 128(C) 0
346(C) 385(C) 0
418(C) 195(C) 0
273(C) 167(C) 0
61(C) 379(C) 0
432(C) 389(C) 0
102(C) 332(C) 0
159(C) 198(C) 0
87(C) 95(C) 0
465(C) 334(C) 0
63(C) 408(C) 0
437(C) 119(C) 0
305(C) 31(C) 0
262(C) 308(C) 0
419(C) 431(C) 0
431(C) 399(C) 0
310(C) 61(C) 0
223(C) 490(C) 0
467(C) 281(C) 0
376(C) 334(C) 0
324(C) 413(C) 0
63(C) 219(C) 0
47(C) 255(C) 0
466(C) 3(C) 0
220(C) 382(C) 0
54(C) 448(C) 0
184(C) 423(C) 0
286(C) 321(C) 0
424(C) 272(C) 0
76(C) 465(C) 0
214(C) 401(C) 0
442(C) 482(C) 0
56(C) 9(C) 0
257(C) 219(C) 0
261(C) 42(C) 0
96(C) 414(C) 0
384(C) 358(C) 0
276(C) 50(C) 0
292(C) 244(C) 0
3(C) 81(C) 0
462(C) 183(C) 0
195(C) 448(C) 0
269(C) 366(C) 0
309(C) 26(C) 0
428(C) 497(C) 0
36(C) 431(C) 0
398(C) 352(C) 0
76(C) 288(C) 0
463(C) 83(C) 0
293(C) 117(C) 0
372(C) 135(C) 0
195(C) 229(C) 0
269(C) 19(C) 0
19(C) 491(C) 0
96(C) 243(C) 0
423(C) 353(C) 0
9(C) 263(C) 0
263(C) 312(C) 0
153(C) 44(C) 0
367(C) 255(C) 0
442(C) 178(C) 0
200(C) 400(C) 0
298(C) 455(C) 0
299(C) 270(C) 0
69(C) 348(C) 0
365(C) 9(C) 0
424(C) 377(C) 0
79(C) 54(C) 0
392(C) 184(C) 0
228(C) 16(C) 0
187(C) 90(C) 0
185(C) 136(C) 0
87(C) 354(C) 0
170(C) 223(C) 0
421(C) 346(C) 0
308(C) 357(C) 0
342(C) 202(C) 0
424(C) 77(C) 0
236(C) 70(C) 0
336(C) 24(C) 0
417(C) 121(C) 0
466(C) 461(C) 0
480(C) 44(C) 0
324(C) 464(C) 0
449(C) 129(C) 0
245(C) 281(C) 0
90(C) 434(C) 0
1(C) 23(C) 0
33(C) 115(C) 0
156(C) 42(C) 0
214(C) 406(C) 0
250(C) 220(C) 0
18(C) 157(C) 0
194(C) 390(C) 0
109(C) 91(C) 0
477(C) 142(C) 0
274(C) 62(C) 0
274(C) 415(C) 0
309(C) 218(C) 0
395(C) 397(C) 0
405(C) 198(C) 0
182(C) 424(C) 0
335(C) 426(C) 0
47(C) 171(C) 0
11(C) 450(C) 0
125(C) 382(C) 0
4(C) 179(C) 0
428(C) 111(C) 0
491(C) 484(C) 0
86(C) 82(C) 0
161(C) 85(C) 0
253(C) 239(C) 0
76(C) 49(C) 0
319(C) 101(C) 0
294(C) 192(C) 0
94(C) 114(C) 0
82(C) 358(C) 0
7(C) 57(C) 0
241(C) 451(C) 0
237(C) 318(C) 0
94(C) 149(C) 0
445(C) 476(C) 0
127(C) 332(C) 0
101(C) 121(C) 0
140(C) 43(C) 0
134(C) 436(C) 0
361(C) 165(C) 0
410(C) 353(C) 0
203(C) 184(C) 0
264(C) 349(C) 0
143(C) 165(C) 0
21(C) 121(C) 0
362(C) 10(C) 0
70(C) 192(C) 0
190(C) 22(C) 0
286(C) 475(C) 0
363(C) 178(C) 0
144(C) 413(C) 0
448(C) 314(C) 0
131(C) 25(C) 0
45(C) 263(C) 0
38(C) 127(C) 0
146(C) 431(C) 0
212(C) 329(C) 0
378(C) 484(C) 0
39(C) 400(C) 0
365(C) 285(C) 0
337(C) 44(C) 0
231(C) 280(C) 0
412(C) 52(C) 0
374(C) 282(C) 0
392(C) 383(C) 0
355(C) 407(C) 0
367(C) 202(C) 0
258(C) 446(C) 0
143(C) 361(C) 0
203(C) 405(C) 0
12(C) 304(C) 0
251(C) 118(C) 0
490(C) 125(C) 0
324(C) 40(C) 0
347(C) 57(C) 0
341(C) 204(C) 0
301(C) 357(C) 0
500(C) 110(C) 0
340(C) 343(C) 0
388(C) 156(C) 0
160(C) 483(C) 0
312(C) 200(C) 0
416(C) 135(C) 0
483(C) 175(C) 0
431(C) 119(C) 0
332(C) 495(C) 0
18(C) 249(C) 0
487(C) 294(C) 0
320(C) 277(C) 0
489(C) 37(C) 0
144(C) 238(C) 0
356(C) 333(C) 0
331(C) 425(C) 0
220(C) 91(C) 0
287(C) 124(C) 0
152(C) 497(C) 0
187(C) 93(C) 0
207(C) 216(C) 0
212(C) 338(C) 0
77(C) 111(C) 0
69(C) 82(C) 0
23(C) 332(C) 0
169(C) 291(C) 0
306(C) 46(C) 0
440(C) 72(C) 0
198(C) 383(C) 0
468(C) 349(C) 0
347(C) 364(C) 0
11(C) 112(C) 0
331(C) 96(C) 0
343(C) 202(C) 0
125(C) 117(C) 0
454(C) 96(C) 0
57(C) 355(C) 0
357(C) 277(C) 0
163(C) 110(C) 0
45(C) 222(C) 0
266(C) 263(C) 0
123(C) 101(C) 0
489(C) 79(C) 0
294(C) 393(C) 0
59(C) 168(C) 0
432(C) 321(C) 0
33(C) 305(C) 0
103(C) 291(C) 0
342(C) 495(C) 0
329(C) 415(C) 0
243(C) 379(C) 0
395(C) 293(C) 0
66(C) 184(C) 0
221(C) 476(C) 0
218(C) 114(C) 0
2(C) 248(C) 0
341(C) 281(C) 0
171(C) 122(C) 0
228(C) 435(C) 0
289(C) 390(C) 0
74(C) 343(C) 0
377(C) 383(C) 0
339(C) 111(C) 0
492(C) 179(C) 0
476(C) 401(C) 0
7(C) 332(C) 0
1(C) 10(C) 0
346(C) 473(C) 0
299(C) 69(C) 0
487(C) 251(C) 0
56(C) 148(C) 0
474(C) 196(C) 0
82(C) 389(C) 0
13(C) 333(C) 0
453(C) 118(C) 0
382(C) 16(C) 0
112(C) 85(C) 0
269(C) 206(C) 0
266(C) 18(C) 0
168(C) 227(C) 0
188(C) 389(C) 0
112(C) 228(C) 0
396(C) 475(C) 0
437(C) 496(C) 0
401(C) 493(C) 0
170(C) 107(C) 0
273(C) 118(C) 0
323(C) 121(C) 0
157(C) 465(C) 0
282(C) 37(C) 0
231(C) 119(C) 0
17(C) 305(C) 0
18(C) 162(C) 0
221(C) 224(C) 0
440(C) 192(C) 0
140(C) 299(C) 0
328(C) 169(C) 0
234(C) 232(C) 0
388(C) 36(C) 0
144(C) 85(C) 0
347(C) 127(C) 0
263(C) 127(C) 0
299(C) 471(C) 0
100(C) 462(C) 0
337(C) 499(C) 0
345(C) 146(C) 0
114(C) 230(C) 0
311(C) 425(C) 0
56(C) 238(C) 0
478(C) 412(C) 0
96(C) 330(C) 0
274(C) 419(C) 0
19(C) 3(C) 0
39(C) 147(C) 0
94(C) 26(C) 0
371(C) 42(C) 0
437(C) 413(C) 0
442(C) 218(C) 0
69(C) 473(C) 0
184(C) 42(C) 0
248(C) 281(C) 0
340(C) 172(C) 0
159(C) 226(C) 0
243(C) 344(C) 0
110(C) 128(C) 0
25(C) 447(C) 0
250(C) 15(C) 0
499(C) 132(C) 0
246(C) 373(C) 0
364(C) 193(C) 0
82(C) 272(C) 0
47(C) 228(C) 0
189(C) 177(C) 0
83(C) 349(C) 0
402(C) 385(C) 0
172(C) 305(C) 0
247(C) 443(C) 0
324(C) 476(C) 0
262(C) 253(C) 0
252(C) 167(C) 0
429(C) 391(C) 0
348(C) 282(C) 0
479(C) 192(C) 0
257(C) 34(C) 0
411(C) 366(C) 0
38(C) 57(C) 0
491(C) 81(C) 0
363(C) 96(C) 0
36(C) 326(C) 0
345(C) 383(C) 0
221(C) 435(C) 0
206(C) 87(C) 0
158(C) 219(C) 0
253(C) 382(C) 0
352(C) 119(C) 0
98(C) 463(C) 0
428(C) 84(C) 0
292(C) 233(C) 0
416(C) 260(C) 0
312(C) 24(C) 0
22(C) 24(C) 0
410(C) 163(C) 0
234(C) 458(C) 0
480(C) 381(C) 0
79(C) 464(C) 0
125(C) 48(C) 0
395(C) 436(C) 0
232(C) 112(C) 0
148(C) 227(C) 0
4(C) 215(C) 0
475(C) 135(C) 0
339(C) 112(C) 0
339(C) 66(C) 0
462(C) 255(C) 0
164(C) 108(C) 0
214(C) 229(C) 0
9(C) 256(C) 0
398(C) 412(C) 0
184(C) 22(C) 0
172(C) 363(C) 0
454(C) 15(C) 0
93(C) 132(C) 0
106(C) 414(C) 0
111(C) 181(C) 0
299(C) 39(C) 0
286(C) 256(C) 0
120(C) 461(C) 0
55(C) 259(C) 0
393(C) 351(C) 0
272(C) 24(C) 0
302(C) 230(C) 0
467(C) 477(C) 0
39(C) 2(C) 0
312(C) 2(C) 0
400(C) 150(C) 0
242(C) 145(C) 0
321(C) 15(C) 0
274(C) 244(C) 0
480(C) 321(C) 0
3(C) 451(C) 0
96(C) 118(C) 0
330(C) 288(C) 0
367(C) 337(C) 0
214(C) 143(C) 0
391(C) 318(C) 0
344(C) 186(C) 0
285(C) 143(C) 0
293(C) 198(C) 0
361(C) 495(C) 0
92(C) 219(C) 0
401(C) 229(C) 0
76(C) 81(C) 0
319(C) 295(C) 0
93(C) 458(C) 0
34(C) 389(C) 0
242(C) 315(C) 0
19(C) 435(C) 0
97(C) 304(C) 0
468(C) 122(C) 0
103(C) 190(C) 0
374(C) 219(C) 0
154(C) 6(C) 0
428(C) 174(C) 0
102(C) 488(C) 0
102(C) 81(C) 0
1(C) 485(C) 0
3(C) 277(C) 0
152(C) 50(C) 0
95(C) 308(C) 0
329(C) 368(C) 0
469(C) 16(C) 0
167(C) 73(C) 0
319(C) 351(C) 0
183(C) 24(C) 0
288(C) 202(C) 0
27(C) 294(C) 0
324(C) 68(C) 0
310(C) 270(C) 0
194(C) 75(C) 0
233(C) 82(C) 0
300(C) 386(C) 0
388(C) 387(C) 0
194(C) 87(C) 0
29(C) 284(C) 0
218(C) 381(C) 0
422(C) 31(C) 0
